Date,diff_close,ave_5day,ave_25day,ave_75day,ave_200day
1965/3/23,-0.690370059,-0.351409566,-0.270521457,,
1965/3/24,-0.923940228,-0.413481466,-0.299499956,,
1965/3/25,0.001719617,-0.321158153,-0.267451309,,
1965/3/26,0.491420577,-0.339726967,-0.261771004,,
1965/3/29,2.213090913,0.218384164,-0.160143843,,
1965/3/30,-4.20831645,-0.485205114,-0.287763996,,
1965/3/31,-0.61868732,-0.424154533,-0.308492619,,
1965/4/1,-0.459227392,-0.516343934,-0.31215663,,
1965/4/2,0.087759245,-0.597076201,-0.300796664,,
1965/4/5,-0.36573131,-1.112840645,-0.303441233,,
1965/4/6,2.627809528,0.25438455,-0.176539734,,
1965/4/7,0.483066742,0.474735363,-0.14413309,,
1965/4/8,1.97522663,0.961626167,-0.082648098,,
1965/4/9,-0.21576857,0.900920604,-0.108496235,,
1965/4/12,-1.499445342,0.674177798,-0.157279734,,
1965/4/13,-1.175407671,-0.086465642,-0.142110736,,
1965/4/14,-0.626632233,-0.308405437,-0.124802462,,
1965/4/15,1.692778171,-0.364895129,-0.03977639,,
1965/4/16,-1.170608218,-0.555863059,-0.056797081,,
1965/4/19,-1.057641926,-0.467502375,-0.137488109,,
1965/4/20,-0.437522058,-0.319925253,-0.197724205,,
1965/4/21,-1.00488701,-0.395576208,-0.213376456,,
1965/4/22,2.180792537,-0.297973335,-0.107748877,,
1965/4/23,-0.987781547,-0.261408001,-0.170630725,,
1965/4/26,0.958938282,0.141908041,-0.109174604,-0.126103171,
1965/4/27,0.51083101,0.331578654,-0.061126561,-0.125922546,
1965/4/28,1.807790503,0.894114157,0.048142668,-0.112618813,
1965/4/30,0.475355994,0.553026848,0.067088123,-0.118944067,
1965/5/6,-1.12216248,0.526150662,0.002544801,-0.136091357,
1965/5/7,-0.075662259,0.319230554,-0.089005326,-0.129972353,
1965/5/10,-0.011182601,0.214827831,0.078880028,-0.13824225,
1965/5/11,0.117779645,-0.12317434,0.108338707,-0.118117665,
1965/5/12,-0.577324777,-0.333710494,0.103614811,-0.12440953,
1965/5/13,0.232188809,-0.062840237,0.109391994,-0.11978044,
1965/5/14,-0.812876592,-0.210283103,0.091506183,-0.132277973,
1965/5/17,-0.127853046,-0.233617192,-0.01872032,-0.124894686,
1965/5/18,-0.152422457,-0.287657613,-0.044139888,-0.114068972,
1965/5/19,-0.564673524,-0.285127362,-0.145735894,-0.119815111,
1965/5/20,0.038557156,-0.323853693,-0.135562865,-0.130111246,
1965/5/21,0.127846969,-0.13570898,-0.070471173,-0.116687892,
1965/5/24,-0.796020248,-0.269342421,-0.055295676,-0.122020653,
1965/5/25,-0.779300381,-0.394718006,-0.061402402,-0.133012171,
1965/5/26,-0.63946296,-0.409675893,-0.154692047,-0.137154083,
1965/5/27,-1.501838667,-0.717755057,-0.167941265,-0.167129965,
1965/5/28,-1.786063571,-1.100537165,-0.197078131,-0.205363354,
1965/5/31,1.385624007,-0.664208314,-0.124152288,-0.188989849,
1965/6/1,-0.342552125,-0.576858663,-0.097658893,-0.188631008,
1965/6/2,2.387882073,0.028610343,-0.089375311,-0.149091907,
1965/6/3,1.071728325,0.543323742,-0.006994917,-0.131527834,
1965/6/4,-0.95832313,0.70887183,-0.083685373,-0.154231469,
1965/6/7,-0.537797665,0.324187496,-0.12563052,-0.152426179,
1965/6/8,-0.4586441,0.300969101,-0.216287904,-0.155881731,
1965/6/9,-0.730071764,-0.322621667,-0.264505015,-0.154956067,
1965/6/10,-1.001041433,-0.737175618,-0.259660173,-0.172962125,
1965/6/11,0.252803862,-0.49495022,-0.246521528,-0.165223565,
1965/6/14,-1.182474283,-0.623885544,-0.293373195,-0.167419054,
1965/6/15,-1.044049856,-0.740966695,-0.339846375,-0.180000096,
1965/6/16,-0.59949911,-0.714852164,-0.340733348,-0.183091723,
1965/6/17,-0.668476714,-0.64833922,-0.376759969,-0.189388213,
1965/6/18,2.304612766,-0.237977439,-0.252060395,-0.154665149,
1965/6/21,-0.427680748,-0.087018732,-0.264053503,-0.153104519,
1965/6/22,2.608852457,0.64356173,-0.153602507,-0.113958495,
1965/6/23,-1.171659228,0.529129707,-0.177881935,-0.135421976,
1965/6/24,-0.046750663,0.653474917,-0.181294247,-0.141784449,
1965/6/25,0.539501199,0.300452603,-0.164828078,-0.130859662,
1965/6/28,-2.226957683,-0.059402784,-0.222065576,-0.139823996,
1965/6/29,-0.43829772,-0.668832819,-0.208425469,-0.131543444,
1965/6/30,-0.715284454,-0.577557864,-0.211458329,-0.135308922,
1965/7/1,0.42170544,-0.483866644,-0.134516565,-0.119751637,
1965/7/2,0.122042842,-0.567358315,-0.058192308,-0.130919516,
1965/7/5,-1.590613907,-0.44008956,-0.177241825,-0.166372773,
1965/7/6,-0.199419553,-0.392313926,-0.171516522,-0.160850624,
1965/7/7,-0.907654108,-0.430787857,-0.303337969,-0.166820719,
1965/7/8,0.08959003,-0.497210939,-0.342623501,-0.173416381,
1965/7/9,-0.531043081,-0.627828124,-0.325532299,-0.172797425,
1965/7/12,-1.213584452,-0.552422233,-0.35256377,-0.179773617,
1965/7/13,0.613507778,-0.389836767,-0.309677695,-0.15927431,
1965/7/14,0.618475098,-0.084610925,-0.255735821,-0.151050904,
1965/7/15,-0.822230164,-0.266974964,-0.24858337,-0.168566247,
1965/7/16,1.288643323,0.096962317,-0.207149792,-0.180892215,
1965/7/19,-0.043358533,0.3310075,-0.161585162,-0.125359443,
1965/7/21,0.784362886,0.365178522,-0.088448652,-0.106652107,
1965/7/22,-0.924224118,0.056638679,-0.101437652,-0.112852063,
1965/7/23,-0.796543836,0.061775944,-0.106560337,-0.124642771,
1965/7/26,0.629429064,-0.070066907,-0.173567685,-0.111373966,
1965/7/27,1.698669371,0.278338673,-0.08851368,-0.123762501,
1965/7/28,1.334128793,0.388291855,-0.139502627,-0.112415007,
1965/7/29,1.78663362,0.930463402,-0.021170913,-0.114929581,
1965/7/30,1.08036083,1.305844336,0.023913547,-0.097647855,
1965/8/2,2.109386656,1.601835854,0.086708965,-0.049530095,
1965/8/3,-0.797397507,1.102622478,0.143891372,-0.04448996,
1965/8/4,2.102446645,1.256286049,0.245521147,-0.008102242,
1965/8/5,1.607700951,1.220499515,0.338440563,-0.009236604,
1965/8/6,-0.681863343,0.86805468,0.294297811,-0.002720006,
1965/8/9,0.409325537,0.528042457,0.305789119,0.01683956,
1965/8/10,-1.538844277,0.379753103,0.307859904,0.002155264,
1965/8/11,-0.967599456,-0.234256118,0.277132708,0.002652431,
1965/8/12,0.731659908,-0.409464326,0.342705269,-0.016669337,
1965/8/13,1.434381184,0.013784579,0.396496915,0.015626166,
1965/8/16,1.014315962,0.134782664,0.458311277,0.016364535,
1965/8/17,-0.569665109,0.328618498,0.484068051,0.00195792,
1965/8/18,0.454784451,0.613095279,0.477719117,-0.016082161,
1965/8/19,0.997580978,0.666279493,0.492883353,-0.009119161,
1965/8/20,-0.240738621,0.331255532,0.516143014,0.002633157,
1965/8/23,0.437362718,0.215864883,0.48209179,0.00947349,
1965/8/24,1.055111769,0.540820259,0.526030602,0.023690749,
1965/8/25,1.307191916,0.711301752,0.546943763,0.039549579,
1965/8/26,-0.044219014,0.502941754,0.582143968,0.046657656,
1965/8/27,1.373223446,0.825734167,0.668934659,0.061871451,
1965/8/30,2.48261354,1.234784331,0.743062038,0.105811319,
1965/8/31,0.806856342,1.185133246,0.707389517,0.118274111,
1965/9/1,-0.467807916,0.83013328,0.635312048,0.114068972,
1965/9/2,-0.775171693,0.683942744,0.532839836,0.111262329,
1965/9/3,1.293940277,0.66808611,0.541383014,0.128000771,
1965/9/6,-1.640481573,-0.156532913,0.391388285,0.104423057,
1965/9/7,0.339286119,-0.250046957,0.43685563,0.119560475,
1965/9/8,1.60323754,0.164162134,0.416887265,0.151327648,
1965/9/9,1.350344202,0.589265313,0.406592995,0.17785841,
1965/9/10,-0.307408863,0.268995485,0.421571175,0.19378414,
1965/9/13,-1.818140752,0.233463649,0.332472523,0.193356445,
1965/9/14,-0.015202668,0.162565892,0.393418187,0.174678756,
1965/9/16,-0.573598188,-0.272801254,0.409178238,0.171598142,
1965/9/17,1.86907015,-0.169056064,0.454674648,0.164680649,
1965/9/20,0.42235272,-0.023103748,0.414193509,0.156022308,
1965/9/21,-1.466159857,0.047292431,0.314974477,0.149251151,
1965/9/22,-0.087008997,0.032931166,0.334280721,0.155261667,
1965/9/24,-0.702050504,0.007240702,0.288007323,0.152016248,
1965/9/27,-0.806686338,-0.527910595,0.21583663,0.150994721,
1965/9/28,1.486370665,-0.315107006,0.284921002,0.184160215,
1965/9/29,-1.291975215,-0.280270078,0.215747484,0.163563161,
1965/9/30,-0.981493822,-0.459167043,0.134283261,0.1662429,
1965/10/1,-1.120048288,-0.5427666,0.037193653,0.165229588,
1965/10/4,-0.466333024,-0.474695937,0.020309092,0.167005136,
1965/10/5,-1.050762684,-0.982122607,-0.076650353,0.16190799,
1965/10/6,0.836336285,-0.556460307,-0.142501443,0.14233097,
1965/10/7,0.461528946,-0.267855753,-0.156314539,0.154187099,
1965/10/8,-0.777364474,-0.19931899,-0.168696801,0.10903754,
1965/10/12,2.932923593,0.480532333,-0.02037299,0.163765311,
1965/10/13,1.971882643,1.085061399,0.006744705,0.190680422,
1965/10/14,-1.182313307,0.68133148,0.025071435,0.167722895,
1965/10/15,0.826453264,0.754316344,0.044558121,0.208435041,
1965/10/18,-0.401967136,0.829395811,-0.035650066,0.208919449,
1965/10/19,0.359686751,0.314748443,-0.075276364,0.223252398,
1965/10/20,-0.846918544,-0.249011794,-0.096856751,0.206337412,
1965/10/21,-0.042658179,-0.021080769,-0.025837448,0.204141398,
1965/10/22,-0.111151799,-0.208601781,-0.029675414,0.223867559,
1965/10/25,-1.463686691,-0.420945692,-0.065278954,0.207010664,
1965/10/26,0.969260489,-0.299030945,-0.10127134,0.232036192,
1965/10/27,1.02170401,0.074693566,-0.077297289,0.244464379,
1965/10/28,0.236204991,0.1304662,-0.009202695,0.254694353,-0.002930516
1965/10/29,0.024794306,0.157655421,-0.004730562,0.27120607,-0.005292965
1965/11/1,1.375340944,0.725460948,0.078365095,0.281363845,-0.002466313
1965/11/2,-0.268500835,0.477908683,0.099892516,0.269537499,-0.008557567
1965/11/4,0.31896247,0.337360375,0.053196188,0.284753401,-0.007782176
1965/11/5,-0.461395586,0.19784026,0.086419373,0.261419549,-0.007416216
1965/11/8,1.689013858,0.53068417,0.19323968,0.284517848,-0.002016446
1965/11/9,0.861334577,0.427882897,0.272494995,0.285544137,0.009248049
1965/11/10,0.427511693,0.567085402,0.308248783,0.303567281,0.011912782
1965/11/11,0.301631009,0.56361911,0.362344531,0.318209612,0.013995901
1965/11/12,1.385858683,0.933069964,0.384325427,0.328295341,0.020303003
1965/11/15,-1.437987601,0.307669672,0.308344765,0.286473248,0.016521063
1965/11/16,1.192810442,0.373964845,0.387151762,0.284589003,0.02730687
1965/11/17,-0.460188525,0.196424802,0.251427277,0.254631374,0.025674493
1965/11/18,2.008891924,0.537876985,0.252907648,0.267011789,0.031665116
1965/11/19,-0.838281302,0.093048988,0.266668929,0.227709549,0.031868232
1965/11/22,1.07672449,0.595991406,0.276679778,0.252697843,0.039232171
1965/11/24,0.796864192,0.516802156,0.324633031,0.235290077,0.042991174
1965/11/25,-2.153829473,0.178073966,0.224092382,0.185136338,0.033866125
1965/11/26,0.779266278,-0.067851163,0.289139775,0.204618066,0.034030694
1965/11/29,1.771730854,0.454151268,0.361715336,0.22278347,0.037482145
1965/11/30,0.97696504,0.434199378,0.405240009,0.256327594,0.041578914
1965/12/1,0.327902045,0.340406949,0.476903559,0.273600948,0.045065751
1965/12/2,2.253617564,1.221896356,0.528277842,0.293893717,0.059221591
1965/12/3,-2.334219766,0.599199147,0.394040891,0.243645704,0.048778378
1965/12/6,-4.5553304,-0.666213103,0.202379475,0.169383752,0.022279478
1965/12/7,2.555160345,-0.350574042,0.303594117,0.211048092,0.038421252
1965/12/8,0.626505866,-0.290853278,0.273640714,0.213337711,0.04255117
1965/12/9,-2.061197671,-1.153816325,0.20193284,0.172553995,0.036242665
1965/12/10,0.364724511,-0.61402747,0.203763322,0.180626837,0.036319223
1965/12/13,0.382066044,0.373451819,0.237501787,0.179889548,0.039867493
1965/12/14,0.578889587,-0.021802333,0.193096816,0.173539919,0.047851004
1965/12/15,1.105292877,0.07395507,0.202855148,0.170847932,0.053879827
1965/12/16,0.790079923,0.644210588,0.217357877,0.181971918,0.059668363
1965/12/17,-0.275566726,0.516152341,0.194269968,0.159988049,0.059271729
1965/12/20,-0.176813501,0.404376432,0.131763081,0.124529021,0.059885746
1965/12/21,-0.179335574,0.2527314,0.182109162,0.111379796,0.061712708
1965/12/22,0.644094295,0.160491683,0.160160516,0.126205159,0.066568677
1965/12/24,1.121948127,0.226865324,0.223445982,0.15150009,0.069987908
1965/12/27,1.675947702,0.61716821,0.210128213,0.156593522,0.076215472
1965/12/28,0.357517235,0.724034357,0.257960155,0.183233506,0.079402348
1965/12/29,0,0.759901472,0.214891175,0.178709691,0.087175511
1965/12/30,0,0.631082613,0.183016607,0.157333191,0.092472206
1966/1/4,0.863785,0.579449987,0.303721186,0.150845735,0.098955499
1966/1/5,-1.072770218,0.029706403,0.229639726,0.140640917,0.097317103
1966/1/6,1.408534482,0.239909853,0.215111871,0.183663253,0.099561607
1966/1/7,-0.447703156,0.150369222,0.158125144,0.17789658,0.091981189
1966/1/11,-1.27513031,-0.10465684,0.094003849,0.168542818,0.088673441
1966/1/12,0.567708785,-0.163872083,0.026567498,0.151191333,0.09381147
1966/1/13,-0.155921521,0.019497656,0.113699428,0.14348101,0.090110539
1966/1/14,-0.009179945,-0.264045229,0.295545446,0.162907409,0.092951963
1966/1/17,0.351046881,-0.104295222,0.207380908,0.168748154,0.098159048
1966/1/18,-0.500155607,0.050699719,0.162314449,0.171440086,0.100277971
1966/1/19,0.03818473,-0.055205092,0.246289745,0.182705034,0.100460296
1966/1/20,0.49434077,0.074847366,0.251474395,0.169477968,0.100474897
1966/1/21,0.96468296,0.269619947,0.274779072,0.199566744,0.094232858
1966/1/24,1.131981238,0.425806818,0.296902738,0.227746411,0.120934346
1966/1/25,-0.437697916,0.438298356,0.235183106,0.236844416,0.121839293
1966/1/26,0.816531868,0.593967784,0.236241184,0.253949282,0.128218089
1966/1/27,-0.166893773,0.461720875,0.240588102,0.2657342,0.126944824
1966/1/28,0.758065948,0.420397473,0.27798328,0.264690596,0.132563811
1966/1/31,0.309926926,0.255986611,0.29755378,0.262669236,0.120974398
1966/2/1,1.005549444,0.544636083,0.312011986,0.286441421,0.123586811
1966/2/2,0.482262437,0.477782196,0.286424558,0.253765939,0.11612199
1966/2/3,-0.6534276,0.380475431,0.193249546,0.218761803,0.113933695
1966/2/4,0.295645034,0.287991248,0.190774658,0.238467914,0.122909147
1966/2/7,0.790367685,0.3840794,0.222389366,0.237986773,0.132738024
1966/2/8,0.334356174,0.249840746,0.235763613,0.247804417,0.137542966
1966/2/9,0.118946788,0.177177616,0.205970084,0.244594551,0.129673809
1966/2/10,-1.107925782,0.08627798,0.204563862,0.241114454,0.129987221
1966/2/14,-1.682177756,-0.309286578,0.080935372,0.219254193,0.126864542
1966/2/15,-0.765764959,-0.620513107,0.0682129,0.210526018,0.125223327
1966/2/16,0.793080234,-0.528768295,0.150941322,0.240616243,0.134213164
1966/2/17,-1.55850689,-0.864259031,0.065892695,0.206912678,0.115516666
1966/2/18,1.213806011,-0.399912672,0.120681796,0.209474038,0.126524604
1966/2/21,0.421139051,0.020750689,0.137894556,0.211939826,0.123835608
1966/2/22,-0.025245205,0.16885464,0.122842872,0.211272632,0.121155227
1966/2/23,1.021766451,0.214591884,0.183719755,0.206558306,0.117225107
1966/2/24,0.693990703,0.665091402,0.209951994,0.219391526,0.11831828
1966/2/25,0.065714527,0.435473105,0.192806944,0.216014887,0.124257665
1966/2/28,1.043633126,0.55997192,0.195964951,0.236081936,0.129854142
1966/3/1,0.878433652,0.740707692,0.185823047,0.2252742,0.134302223
1966/3/2,-0.40127263,0.456099876,0.187280059,0.208439438,0.131706962
1966/3/3,0.212367006,0.359775136,0.163113464,0.205570842,0.135655421
1966/3/4,0.469959693,0.440624169,0.188587603,0.207815224,0.136844275
1966/3/7,0.572787094,0.346454963,0.181176449,0.19697427,0.143772594
1966/3/8,0.781293904,0.327027013,0.200031128,0.22656469,0.148318329
1966/3/9,-0.198158265,0.367649886,0.151882819,0.20801844,0.14808965
1966/3/10,-0.832505542,0.158675377,0.0992921,0.203054214,0.146750489
1966/3/11,-1.16631258,-0.168579078,0.078776701,0.160718153,0.140726141
1966/3/14,1.499757252,0.016814954,0.12694119,0.191892001,0.147585692
1966/3/15,0.360897313,-0.067264364,0.109762375,0.182347638,0.15337028
1966/3/16,1.257805224,0.223928333,0.146700337,0.188493519,0.163555808
1966/3/17,-0.568243257,0.27678079,0.119212735,0.209634668,0.163911907
1966/3/18,0.483600402,0.606763387,0.182873782,0.205692457,0.173839102
1966/3/22,0.608243435,0.428460623,0.27449063,0.190179291,0.185810637
1966/3/23,-0.359638253,0.28435351,0.290735698,0.172357914,0.177084326
1966/3/24,0.585740429,0.149940551,0.282442106,0.175795759,0.181725788
1966/3/25,-1.385013721,-0.013413542,0.289381833,0.127280675,0.162861309
1966/3/28,1.051727016,0.100211781,0.282898673,0.172426632,0.162761303
1966/3/29,0.824497328,0.14346256,0.299033004,0.244157669,0.171675405
1966/3/30,-0.154588116,0.184472587,0.293859288,0.208027689,0.173591453
1966/3/31,0.4523321,0.157790921,0.271081914,0.205705372,0.178146334
1966/4/1,0.280487859,0.490891237,0.2545418,0.236927846,0.183199132
1966/4/4,-0.939739106,0.092598013,0.214323655,0.219534998,0.183505644
1966/4/5,-0.050846157,-0.082470684,0.170544483,0.213762835,0.181987394
1966/4/6,-0.536051999,-0.158763461,0.113965057,0.198896947,0.185219505
1966/4/7,-1.558752192,-0.560980319,0.067665875,0.163376346,0.182645993
1966/4/8,0.488272736,-0.519423344,0.078702104,0.159352251,0.188084853
1966/4/11,-0.720938458,-0.475663214,0.031066178,0.153413961,0.187822544
1966/4/12,0.947426611,-0.27600866,0.046051759,0.168403829,0.181036613
1966/4/13,0.270335129,-0.114731235,0.025613408,0.174399438,0.184526692
1966/4/14,-1.151414293,-0.033263655,-0.012516834,0.150459324,0.165725359
1966/4/15,-0.175723128,-0.166062828,0.013754463,0.133157041,0.170705039
1966/4/18,-0.239337912,-0.069742719,0.05083345,0.107619899,0.169742103
1966/4/19,-1.545643438,-0.568356728,-0.070982578,0.082244423,0.15931638
1966/4/20,-1.409719225,-0.904367599,-0.141807239,0.063448167,0.163402572
1966/4/21,1.061643928,-0.461755955,-0.149653691,0.077603419,0.17090228
1966/4/22,0.019289927,-0.422753344,-0.126152364,0.066343485,0.174575152
1966/4/25,1.784936072,-0.017898547,-0.074098937,0.104446236,0.181391305
1966/4/26,-0.469025341,0.197425072,-0.117189688,0.079412105,0.178435964
1966/4/27,2.21237415,0.921843747,-0.014309192,0.114879802,0.197450905
1966/4/28,-0.217947012,0.665925559,-0.04645669,0.128975579,0.197358267
1966/5/2,0.761088596,0.814285293,0.039387403,0.131553977,0.205701981
1966/5/6,1.01870883,0.661039845,0.038066676,0.147215715,0.210347575
1966/5/9,-0.547787739,0.645287365,-0.016824727,0.140034278,0.210263852
1966/5/10,-0.290958187,0.144620898,-0.02227953,0.13147421,0.214876983
1966/5/11,0.440254678,0.276261236,-0.022762627,0.144013014,0.214010717
1966/5/12,0.471178442,0.218279205,-0.015135004,0.149786263,0.213274234
1966/5/13,-0.73751958,-0.132966477,-0.007046222,0.133361459,0.213697787
1966/5/16,-0.82767602,-0.188944133,-0.038119417,0.109463339,0.20311619
1966/5/17,0.097505314,-0.111251433,-0.012777124,0.095670327,0.20382051
1966/5/18,0.337315826,-0.131839204,0.063065596,0.106003843,0.201585274
1966/5/19,-0.518934289,-0.32986175,0.022777315,0.088197628,0.203611723
1966/5/20,-0.263055155,-0.234968865,0.041092647,0.086915476,0.206279167
1966/5/23,0.538878076,0.038341954,0.024750706,0.083992971,0.205826412
1966/5/24,0.824197297,0.183680351,0.046905193,0.090849909,0.201454052
1966/5/25,-0.326441342,0.050928917,0.079904111,0.073090032,0.193151201
1966/5/26,0.257164085,0.206148592,0.097219599,0.070088721,0.185503853
1966/5/27,-1.46718557,-0.034677491,0.048105693,0.059238615,0.172766121
1966/5/30,-2.444381697,-0.631329445,0.012156163,0.022704925,0.149997279
1966/5/31,0.100438031,-0.776081299,0.072562453,0.013505863,0.154486457
1966/6/1,-1.550783025,-1.020949635,-0.031934625,-0.011629327,0.136220309
1966/6/2,0.789714406,-0.914439571,-0.001117646,-0.002685758,0.132130376
1966/6/3,1.002499025,-0.420502652,-0.032415128,0.025453239,0.140552188
1966/6/6,0.439794213,0.15633253,0.003937654,0.053746199,0.140704531
1966/6/7,-0.499769301,0.036291064,-0.104548084,0.057292807,0.145899906
1966/6/8,-0.336776815,0.279092306,-0.109301276,0.042228047,0.149054019
1966/6/9,-0.31601805,0.057945814,-0.152385542,0.058794565,0.14381563
1966/6/10,0.528120041,-0.036929982,-0.172009093,0.049652085,0.139284324
1966/6/13,0.755548699,0.026220915,-0.119875636,0.05411088,0.137990488
1966/6/14,1.081583135,0.342491402,-0.064973983,0.068868592,0.146246729
1966/6/15,0.172881647,0.444423094,-0.075668904,0.057550127,0.144837215
1966/6/16,-1.002572928,0.307112119,-0.134618959,0.034929279,0.134836445
1966/6/17,-0.716773968,0.058133317,-0.133789135,0.024496099,0.132456268
1966/6/20,-0.295291678,-0.152034758,-0.112493761,0.006643768,0.128792997
1966/6/21,0.511582124,-0.266034961,-0.095930689,0.001752415,0.126075348
1966/6/22,-0.576951951,-0.41600168,-0.1325014,-0.000589976,0.116654629
1966/6/23,-0.650078073,-0.345502709,-0.137747151,-0.012089244,0.113625334
1966/6/24,0.612424694,-0.079662977,-0.102727957,-0.010189711,0.10982134
1966/6/27,0.502245006,0.07984436,-0.10419328,-0.011130272,0.099919497
1966/6/28,-0.716564158,-0.165784896,-0.165823738,-0.031101713,0.092302395
1966/6/29,0.289619859,0.007529466,-0.14118129,-0.024598004,0.096089534
1966/6/30,-1.303923925,-0.123239705,-0.20362481,-0.030883583,0.093445772
1966/7/1,0.949389615,-0.055846721,-0.106961803,-0.00267422,0.091723019
1966/7/4,1.545158295,0.152735937,0.052619797,-0.002068873,0.107651218
1966/7/5,-0.464321569,0.203184455,0.030029413,-0.013071791,0.10363318
1966/7/6,-0.841255752,-0.022990667,0.058410504,-0.041059271,0.091410714
1966/7/7,0.801255358,0.398045189,0.058872142,-0.022799289,0.088665269
1966/7/8,-1.176769078,-0.027186549,-0.028298582,-0.044937549,0.084318468
1966/7/11,-1.781403117,-0.692498832,-0.117146476,-0.076799503,0.084502156
1966/7/12,-1.949301979,-0.989494914,-0.175127783,-0.09799502,0.07483166
1966/7/13,-0.558757424,-0.932995248,-0.184007007,-0.113254991,0.074905864
1966/7/14,0.139809278,-1.065284464,-0.165773914,-0.092924018,0.066259559
1966/7/15,1.330118297,-0.563906989,-0.133693984,-0.089212134,0.070798387
1966/7/18,-2.105668482,-0.628760062,-0.248142671,-0.128281011,0.067600844
1966/7/19,1.787124519,0.118525238,-0.219921016,-0.10239151,0.076971512
1966/7/21,0.803303942,0.390937511,-0.194704124,-0.097711885,0.084498284
1966/7/22,0.207622171,0.404500089,-0.14629632,-0.098683427,0.089569826
1966/7/25,-0.299354005,0.078605629,-0.129599521,-0.090144959,0.080641203
1966/7/26,-0.187125169,0.462314292,-0.125272861,-0.091962013,0.086165453
1966/7/27,1.203710243,0.345631436,-0.097587736,-0.068765183,0.097091474
1966/7/28,0.000673614,0.185105371,-0.074482714,-0.047972839,0.102695083
1966/7/29,0.869680051,0.317516947,-0.013692389,-0.042887408,0.109375149
1966/8/1,-0.208355335,0.335716681,-0.04652359,-0.036052966,0.113587185
1966/8/2,-0.123077956,0.348526123,-0.071536508,-0.050326361,0.108790114
1966/8/3,-0.217767926,0.06423049,-0.051584659,-0.056834401,0.10539363
1966/8/4,-0.788596383,-0.09362351,-0.094713309,-0.051996829,0.10533747
1966/8/5,0.052047195,-0.257150081,-0.040474464,-0.048959892,0.090933088
1966/8/8,-0.324879433,-0.280454901,-0.091445226,-0.050100445,0.079449278
1966/8/9,0.848560335,-0.086127242,-0.119309144,-0.018177728,0.089603646
1966/8/10,-0.067917414,-0.05615714,-0.103452978,-0.000287037,0.085131793
1966/8/11,-0.204029379,0.060756261,-0.077963923,-0.017162682,0.086121481
1966/8/12,0.188558086,0.088058439,-0.102471814,-0.014905773,0.085265838
1966/8/15,0.707934804,0.294621286,-0.027083659,-0.02926579,0.093040105
1966/8/16,0.027387796,0.130386779,0.045267978,-0.022646948,0.093390335
1966/8/17,-0.215276202,0.100915021,0.114629009,-0.055015619,0.092869713
1966/8/18,-0.531487195,0.035423458,0.115719818,-0.059196155,0.09753071
1966/8/19,-1.339831662,-0.270254492,0.05653418,-0.087208425,0.085985249
